Country,Sex,Cause of Death,DALY per 100k Pop
Tajikistan,Both sexes,Total,1628
Tajikistan,Both sexes,Lower respiratory infections,710.9
Tajikistan,Both sexes,"Trachea, bronchus, lung cancers",23.77
Tajikistan,Both sexes,Cataracts,0
Tajikistan,Both sexes,Ischaemic heart disease,549.8
Tajikistan,Both sexes,Stroke,238.6
Tajikistan,Both sexes,Chronic obstructive pulmonary disease,104.5
Tajikistan,Male,Total,1779
Tajikistan,Male,Lower respiratory infections,745.8
Tajikistan,Male,"Trachea, bronchus, lung cancers",29.01
Tajikistan,Male,Ischaemic heart disease,643.6
Tajikistan,Male,Stroke,244.2
Tajikistan,Male,Chronic obstructive pulmonary disease,116.1
Tajikistan,Female,Total,1475
Tajikistan,Female,Lower respiratory infections,675.6
Tajikistan,Female,"Trachea, bronchus, lung cancers",18.49
Tajikistan,Female,Cataracts,0
Tajikistan,Female,Ischaemic heart disease,455.1
Tajikistan,Female,Stroke,233.1
Tajikistan,Female,Chronic obstructive pulmonary disease,92.84
Turkmenistan,Both sexes,Total,1618
Turkmenistan,Both sexes,Lower respiratory infections,388.6
Turkmenistan,Both sexes,"Trachea, bronchus, lung cancers",35
Turkmenistan,Both sexes,Cataracts,0
Turkmenistan,Both sexes,Ischaemic heart disease,851.9
Turkmenistan,Both sexes,Stroke,303.9
Turkmenistan,Both sexes,Chronic obstructive pulmonary disease,38.45
Turkmenistan,Male,Total,1979
Turkmenistan,Male,Lower respiratory infections,456.4
Turkmenistan,Male,"Trachea, bronchus, lung cancers",55.07
Turkmenistan,Male,Ischaemic heart disease,1064
Turkmenistan,Male,Stroke,355.1
Turkmenistan,Male,Chronic obstructive pulmonary disease,48.02
Turkmenistan,Female,Total,1268
Turkmenistan,Female,Lower respiratory infections,322.9
Turkmenistan,Female,"Trachea, bronchus, lung cancers",15.54
Turkmenistan,Female,Cataracts,0
Turkmenistan,Female,Ischaemic heart disease,645.9
Turkmenistan,Female,Stroke,254.3
Turkmenistan,Female,Chronic obstructive pulmonary disease,29.16
Türkiye,Both sexes,Total,1173
Türkiye,Both sexes,Lower respiratory infections,92.93
Türkiye,Both sexes,"Trachea, bronchus, lung cancers",186.4
Türkiye,Both sexes,Cataracts,0
Türkiye,Both sexes,Ischaemic heart disease,520.6
Türkiye,Both sexes,Stroke,169
Türkiye,Both sexes,Chronic obstructive pulmonary disease,204
Türkiye,Male,Total,1612
Türkiye,Male,Lower respiratory infections,111.1
Türkiye,Male,"Trachea, bronchus, lung cancers",327.9
Türkiye,Male,Ischaemic heart disease,709.3
Türkiye,Male,Stroke,186
Türkiye,Male,Chronic obstructive pulmonary disease,277.4
Türkiye,Female,Total,747.6
Türkiye,Female,Lower respiratory infections,75.27
Türkiye,Female,"Trachea, bronchus, lung cancers",49.24
Türkiye,Female,Cataracts,0
Türkiye,Female,Ischaemic heart disease,337.8
Türkiye,Female,Stroke,152.5
Türkiye,Female,Chronic obstructive pulmonary disease,132.7
Ukraine,Both sexes,Total,2538
Ukraine,Both sexes,Lower respiratory infections,83.36
Ukraine,Both sexes,"Trachea, bronchus, lung cancers",119.2
Ukraine,Both sexes,Cataracts,0
Ukraine,Both sexes,Ischaemic heart disease,1797
Ukraine,Both sexes,Stroke,432.5
Ukraine,Both sexes,Chronic obstructive pulmonary disease,105.6
Ukraine,Male,Total,3165
Ukraine,Male,Lower respiratory infections,129.6
Ukraine,Male,"Trachea, bronchus, lung cancers",216.3
Ukraine,Male,Ischaemic heart disease,2181
Ukraine,Male,Stroke,472.1
Ukraine,Male,Chronic obstructive pulmonary disease,166.6
Ukraine,Female,Total,1999
Ukraine,Female,Lower respiratory infections,43.6
Ukraine,Female,"Trachea, bronchus, lung cancers",35.74
Ukraine,Female,Cataracts,0
Ukraine,Female,Ischaemic heart disease,1468
Ukraine,Female,Stroke,398.5
Ukraine,Female,Chronic obstructive pulmonary disease,53.21
Uzbekistan,Both sexes,Total,1287
Uzbekistan,Both sexes,Lower respiratory infections,214.3
Uzbekistan,Both sexes,"Trachea, bronchus, lung cancers",21
Uzbekistan,Both sexes,Cataracts,0
Uzbekistan,Both sexes,Ischaemic heart disease,818.7
Uzbekistan,Both sexes,Stroke,197.3
Uzbekistan,Both sexes,Chronic obstructive pulmonary disease,35.16
Uzbekistan,Male,Total,1537
Uzbekistan,Male,Lower respiratory infections,236.4
Uzbekistan,Male,"Trachea, bronchus, lung cancers",30.13
Uzbekistan,Male,Ischaemic heart disease,1002
Uzbekistan,Male,Stroke,226.4
Uzbekistan,Male,Chronic obstructive pulmonary disease,41.5
Uzbekistan,Female,Total,1038
Uzbekistan,Female,Lower respiratory infections,192.4
Uzbekistan,Female,"Trachea, bronchus, lung cancers",11.93
Uzbekistan,Female,Cataracts,0
Uzbekistan,Female,Ischaemic heart disease,636.1
Uzbekistan,Female,Stroke,168.4
Uzbekistan,Female,Chronic obstructive pulmonary disease,28.86
Bangladesh,Both sexes,Total,1584
Bangladesh,Both sexes,Lower respiratory infections,409.6
Bangladesh,Both sexes,"Trachea, bronchus, lung cancers",55.25
Bangladesh,Both sexes,Cataracts,0
Bangladesh,Both sexes,Ischaemic heart disease,449.7
Bangladesh,Both sexes,Stroke,375.7
Bangladesh,Both sexes,Chronic obstructive pulmonary disease,293.5
Bangladesh,Male,Total,1787
Bangladesh,Male,Lower respiratory infections,436.6
Bangladesh,Male,"Trachea, bronchus, lung cancers",76.07
Bangladesh,Male,Ischaemic heart disease,560.5
Bangladesh,Male,Stroke,386.2
Bangladesh,Male,Chronic obstructive pulmonary disease,327.7
Bangladesh,Female,Total,1377
Bangladesh,Female,Lower respiratory infections,382.1
Bangladesh,Female,"Trachea, bronchus, lung cancers",34.04
Bangladesh,Female,Cataracts,0
Bangladesh,Female,Ischaemic heart disease,336.9
Bangladesh,Female,Stroke,365
Bangladesh,Female,Chronic obstructive pulmonary disease,258.6
Bhutan,Both sexes,Total,1668
Bhutan,Both sexes,Lower respiratory infections,380.5
Bhutan,Both sexes,"Trachea, bronchus, lung cancers",29.29
Bhutan,Both sexes,Cataracts,0
Bhutan,Both sexes,Ischaemic heart disease,719.6
Bhutan,Both sexes,Stroke,231.3
Bhutan,Both sexes,Chronic obstructive pulmonary disease,307.3
Bhutan,Male,Total,1717
Bhutan,Male,Lower respiratory infections,362.9
Bhutan,Male,"Trachea, bronchus, lung cancers",26.32
Bhutan,Male,Ischaemic heart disease,796.9
Bhutan,Male,Stroke,216.6
Bhutan,Male,Chronic obstructive pulmonary disease,313.9
Bhutan,Female,Total,1613
Bhutan,Female,Lower respiratory infections,400.4
Bhutan,Female,"Trachea, bronchus, lung cancers",32.67
Bhutan,Female,Cataracts,0
Bhutan,Female,Ischaemic heart disease,631.9
Bhutan,Female,Stroke,247.9
Bhutan,Female,Chronic obstructive pulmonary disease,299.9
Indonesia,Both sexes,Total,1131
Indonesia,Both sexes,Lower respiratory infections,148.8
Indonesia,Both sexes,"Trachea, bronchus, lung cancers",33.61
Indonesia,Both sexes,Cataracts,0
Indonesia,Both sexes,Ischaemic heart disease,525.9
Indonesia,Both sexes,Stroke,308.1
Indonesia,Both sexes,Chronic obstructive pulmonary disease,114.7
Indonesia,Male,Total,1332
Indonesia,Male,Lower respiratory infections,156.8
Indonesia,Male,"Trachea, bronchus, lung cancers",47.43
Indonesia,Male,Ischaemic heart disease,572.8
Indonesia,Male,Stroke,403.7
Indonesia,Male,Chronic obstructive pulmonary disease,151.3
Indonesia,Female,Total,927.1
Indonesia,Female,Lower respiratory infections,140.6
Indonesia,Female,"Trachea, bronchus, lung cancers",19.58
Indonesia,Female,Cataracts,0
Indonesia,Female,Ischaemic heart disease,478.3
Indonesia,Female,Stroke,211.1
Indonesia,Female,Chronic obstructive pulmonary disease,77.52
India,Both sexes,Total,2547
India,Both sexes,Lower respiratory infections,692.1
India,Both sexes,"Trachea, bronchus, lung cancers",62.61
India,Both sexes,Cataracts,0
India,Both sexes,Ischaemic heart disease,884.7
India,Both sexes,Stroke,306.9
India,Both sexes,Chronic obstructive pulmonary disease,600.8
India,Male,Total,2850
India,Male,Lower respiratory infections,611.8
India,Male,"Trachea, bronchus, lung cancers",87.73
India,Male,Ischaemic heart disease,1163
India,Male,Stroke,335.2
India,Male,Chronic obstructive pulmonary disease,652.9
India,Female,Total,2221
India,Female,Lower respiratory infections,778.5
India,Female,"Trachea, bronchus, lung cancers",35.6
India,Female,Cataracts,0
India,Female,Ischaemic heart disease,585.5
India,Female,Stroke,276.6
India,Female,Chronic obstructive pulmonary disease,544.7
Sri Lanka,Both sexes,Total,719.8
Sri Lanka,Both sexes,Lower respiratory infections,80.45
Sri Lanka,Both sexes,"Trachea, bronchus, lung cancers",13.51
Sri Lanka,Both sexes,Cataracts,0
Sri Lanka,Both sexes,Ischaemic heart disease,401.5
Sri Lanka,Both sexes,Stroke,120.7
Sri Lanka,Both sexes,Chronic obstructive pulmonary disease,103.6
Sri Lanka,Male,Total,958.6
Sri Lanka,Male,Lower respiratory infections,104.7
Sri Lanka,Male,"Trachea, bronchus, lung cancers",20.14
Sri Lanka,Male,Ischaemic heart disease,550.4
Sri Lanka,Male,Stroke,149
Sri Lanka,Male,Chronic obstructive pulmonary disease,134.4
Sri Lanka,Female,Total,498.4
Sri Lanka,Female,Lower respiratory infections,58
Sri Lanka,Female,"Trachea, bronchus, lung cancers",7.37
Sri Lanka,Female,Cataracts,0
Sri Lanka,Female,Ischaemic heart disease,263.4
Sri Lanka,Female,Stroke,94.55
Sri Lanka,Female,Chronic obstructive pulmonary disease,75.12
Maldives,Both sexes,Total,245.9
Maldives,Both sexes,Lower respiratory infections,13.49
Maldives,Both sexes,"Trachea, bronchus, lung cancers",5.87
Maldives,Both sexes,Cataracts,0
Maldives,Both sexes,Ischaemic heart disease,147.2
Maldives,Both sexes,Stroke,32.69
Maldives,Both sexes,Chronic obstructive pulmonary disease,46.67
Maldives,Male,Total,285
Maldives,Male,Lower respiratory infections,12.03
Maldives,Male,"Trachea, bronchus, lung cancers",8.45
Maldives,Male,Ischaemic heart disease,185.8
Maldives,Male,Stroke,37.77
Maldives,Male,Chronic obstructive pulmonary disease,40.87
Maldives,Female,Total,194.7
Maldives,Female,Lower respiratory infections,15.41
Maldives,Female,"Trachea, bronchus, lung cancers",2.5
Maldives,Female,Cataracts,0
Maldives,Female,Ischaemic heart disease,96.49
Maldives,Female,Stroke,26.03
Maldives,Female,Chronic obstructive pulmonary disease,54.27
Myanmar,Both sexes,Total,1615
Myanmar,Both sexes,Lower respiratory infections,577.1
Myanmar,Both sexes,"Trachea, bronchus, lung cancers",82.52
Myanmar,Both sexes,Cataracts,0
Myanmar,Both sexes,Ischaemic heart disease,285.7
Myanmar,Both sexes,Stroke,385.3
Myanmar,Both sexes,Chronic obstructive pulmonary disease,283.9
Myanmar,Male,Total,1855
Myanmar,Male,Lower respiratory infections,637
Myanmar,Male,"Trachea, bronchus, lung cancers",95.07
Myanmar,Male,Ischaemic heart disease,324.1
Myanmar,Male,Stroke,426.4
Myanmar,Male,Chronic obstructive pulmonary disease,372.7
Myanmar,Female,Total,1385
Myanmar,Female,Lower respiratory infections,519.9
Myanmar,Female,"Trachea, bronchus, lung cancers",70.53
Myanmar,Female,Cataracts,0
Myanmar,Female,Ischaemic heart disease,249.1
Myanmar,Female,Stroke,346.1
Myanmar,Female,Chronic obstructive pulmonary disease,199.1
Nepal,Both sexes,Total,2255
Nepal,Both sexes,Lower respiratory infections,633.1
Nepal,Both sexes,"Trachea, bronchus, lung cancers",94.98
Nepal,Both sexes,Cataracts,0
Nepal,Both sexes,Ischaemic heart disease,736.3
Nepal,Both sexes,Stroke,306
Nepal,Both sexes,Chronic obstructive pulmonary disease,484.3
Nepal,Male,Total,2576
Nepal,Male,Lower respiratory infections,675.9
Nepal,Male,"Trachea, bronchus, lung cancers",89.97
Nepal,Male,Ischaemic heart disease,980.8
Nepal,Male,Stroke,363
Nepal,Male,Chronic obstructive pulmonary disease,466.2
Nepal,Female,Total,1952
Nepal,Female,Lower respiratory infections,592.8
Nepal,Female,"Trachea, bronchus, lung cancers",99.71
Nepal,Female,Cataracts,0
Nepal,Female,Ischaemic heart disease,505.9
Nepal,Female,Stroke,252.3
Nepal,Female,Chronic obstructive pulmonary disease,501.3
Democratic People's Republic of Korea,Both sexes,Total,2168
Democratic People's Republic of Korea,Both sexes,Lower respiratory infections,172.6
Democratic People's Republic of Korea,Both sexes,"Trachea, bronchus, lung cancers",239.8
Democratic People's Republic of Korea,Both sexes,Cataracts,0
Democratic People's Republic of Korea,Both sexes,Ischaemic heart disease,522.7
Democratic People's Republic of Korea,Both sexes,Stroke,655.4
Democratic People's Republic of Korea,Both sexes,Chronic obstructive pulmonary disease,577.1
Democratic People's Republic of Korea,Male,Total,2605
Democratic People's Republic of Korea,Male,Lower respiratory infections,198.6
Democratic People's Republic of Korea,Male,"Trachea, bronchus, lung cancers",292.6
Democratic People's Republic of Korea,Male,Ischaemic heart disease,674.2
Democratic People's Republic of Korea,Male,Stroke,823.9
Democratic People's Republic of Korea,Male,Chronic obstructive pulmonary disease,615.7
Democratic People's Republic of Korea,Female,Total,1749
Democratic People's Republic of Korea,Female,Lower respiratory infections,147.7
Democratic People's Republic of Korea,Female,"Trachea, bronchus, lung cancers",189.4
Democratic People's Republic of Korea,Female,Cataracts,0
Democratic People's Republic of Korea,Female,Ischaemic heart disease,377.7
Democratic People's Republic of Korea,Female,Stroke,494
Democratic People's Republic of Korea,Female,Chronic obstructive pulmonary disease,540.2
Thailand,Both sexes,Total,1215
Thailand,Both sexes,Lower respiratory infections,294.9
Thailand,Both sexes,"Trachea, bronchus, lung cancers",108.6
Thailand,Both sexes,Cataracts,0
Thailand,Both sexes,Ischaemic heart disease,333.6
Thailand,Both sexes,Stroke,247.4
Thailand,Both sexes,Chronic obstructive pulmonary disease,230.4
Thailand,Male,Total,1592
Thailand,Male,Lower respiratory infections,350.1
Thailand,Male,"Trachea, bronchus, lung cancers",151.2
Thailand,Male,Ischaemic heart disease,441.8
Thailand,Male,Stroke,332.9
Thailand,Male,Chronic obstructive pulmonary disease,315.7
Thailand,Female,Total,855.7
Thailand,Female,Lower respiratory infections,242.2
Thailand,Female,"Trachea, bronchus, lung cancers",67.95
Thailand,Female,Cataracts,0
Thailand,Female,Ischaemic heart disease,230.5
Thailand,Female,Stroke,165.8
Thailand,Female,Chronic obstructive pulmonary disease,149.1
Timor-Leste,Both sexes,Total,1092
Timor-Leste,Both sexes,Lower respiratory infections,648.3
Timor-Leste,Both sexes,"Trachea, bronchus, lung cancers",38.73
Timor-Leste,Both sexes,Cataracts,0
Timor-Leste,Both sexes,Ischaemic heart disease,212.9
Timor-Leste,Both sexes,Stroke,118
Timor-Leste,Both sexes,Chronic obstructive pulmonary disease,74.34
Timor-Leste,Male,Total,1145
Timor-Leste,Male,Lower respiratory infections,627.2
Timor-Leste,Male,"Trachea, bronchus, lung cancers",49.87
Timor-Leste,Male,Ischaemic heart disease,242.7
Timor-Leste,Male,Stroke,137.3
Timor-Leste,Male,Chronic obstructive pulmonary disease,87.57
Timor-Leste,Female,Total,1038
Timor-Leste,Female,Lower respiratory infections,670.1
Timor-Leste,Female,"Trachea, bronchus, lung cancers",27.24
Timor-Leste,Female,Cataracts,0
Timor-Leste,Female,Ischaemic heart disease,182.2
Timor-Leste,Female,Stroke,98.14
Timor-Leste,Female,Chronic obstructive pulmonary disease,60.69
Australia,Both sexes,Total,289
Australia,Both sexes,Lower respiratory infections,15.56
Australia,Both sexes,"Trachea, bronchus, lung cancers",33.1
Australia,Both sexes,Cataracts,0
Australia,Both sexes,Ischaemic heart disease,137.3
Australia,Both sexes,Stroke,45.61
Australia,Both sexes,Chronic obstructive pulmonary disease,57.48
Australia,Male,Total,347
Australia,Male,Lower respiratory infections,15.43
Australia,Male,"Trachea, bronchus, lung cancers",39.25
Australia,Male,Ischaemic heart disease,185.6
Australia,Male,Stroke,42.33
Australia,Male,Chronic obstructive pulmonary disease,64.45
Australia,Female,Total,231.4
Australia,Female,Lower respiratory infections,15.68
Australia,Female,"Trachea, bronchus, lung cancers",26.99
Australia,Female,Cataracts,0
Australia,Female,Ischaemic heart disease,89.3
Australia,Female,Stroke,48.87
Australia,Female,Chronic obstructive pulmonary disease,50.56
Brunei Darussalam,Both sexes,Total,251.3
Brunei Darussalam,Both sexes,Lower respiratory infections,14.2
Brunei Darussalam,Both sexes,"Trachea, bronchus, lung cancers",8.75
Brunei Darussalam,Both sexes,Cataracts,0
Brunei Darussalam,Both sexes,Ischaemic heart disease,146.9
Brunei Darussalam,Both sexes,Stroke,53.53
Brunei Darussalam,Both sexes,Chronic obstructive pulmonary disease,27.94
Brunei Darussalam,Male,Total,310.9
Brunei Darussalam,Male,Lower respiratory infections,16.29
Brunei Darussalam,Male,"Trachea, bronchus, lung cancers",9.45
Brunei Darussalam,Male,Ischaemic heart disease,200.4
Brunei Darussalam,Male,Stroke,52.53
Brunei Darussalam,Male,Chronic obstructive pulmonary disease,32.23
Brunei Darussalam,Female,Total,188.1
Brunei Darussalam,Female,Lower respiratory infections,11.97
Brunei Darussalam,Female,"Trachea, bronchus, lung cancers",8
Brunei Darussalam,Female,Cataracts,0
Brunei Darussalam,Female,Ischaemic heart disease,90.19
Brunei Darussalam,Female,Stroke,54.58
Brunei Darussalam,Female,Chronic obstructive pulmonary disease,23.39
China,Both sexes,Total,1830
China,Both sexes,Lower respiratory infections,108
China,Both sexes,"Trachea, bronchus, lung cancers",240.1
China,Both sexes,Cataracts,0
China,Both sexes,Ischaemic heart disease,538.9
China,Both sexes,Stroke,572.8
China,Both sexes,Chronic obstructive pulmonary disease,369.9
China,Male,Total,1989
China,Male,Lower respiratory infections,113.5
China,Male,"Trachea, bronchus, lung cancers",336.3
China,Male,Ischaemic heart disease,549.3
China,Male,Stroke,594.9
China,Male,Chronic obstructive pulmonary disease,394.6
China,Female,Total,1661
China,Female,Lower respiratory infections,102.2
China,Female,"Trachea, bronchus, lung cancers",137.9
China,Female,Cataracts,0
China,Female,Ischaemic heart disease,527.9
China,Female,Stroke,549.3
China,Female,Chronic obstructive pulmonary disease,343.6
Cook Islands,Both sexes,Cataracts,0
Cook Islands,Female,Cataracts,0
Fiji,Both sexes,Total,868.7
Fiji,Both sexes,Lower respiratory infections,117.2
Fiji,Both sexes,"Trachea, bronchus, lung cancers",8.51
Fiji,Both sexes,Cataracts,0
Fiji,Both sexes,Ischaemic heart disease,632.2
Fiji,Both sexes,Stroke,51.67
Fiji,Both sexes,Chronic obstructive pulmonary disease,59.15
Fiji,Male,Total,1212
Fiji,Male,Lower respiratory infections,134.2
Fiji,Male,"Trachea, bronchus, lung cancers",11.21
Fiji,Male,Ischaemic heart disease,931.7
Fiji,Male,Stroke,58.43
Fiji,Male,Chronic obstructive pulmonary disease,76.85
Fiji,Female,Total,513.9
Fiji,Female,Lower respiratory infections,99.75
Fiji,Female,"Trachea, bronchus, lung cancers",5.72
Fiji,Female,Cataracts,0
Fiji,Female,Ischaemic heart disease,322.9
Fiji,Female,Stroke,44.7
Fiji,Female,Chronic obstructive pulmonary disease,40.87
Micronesia (Federated States of),Both sexes,Total,773.9
Micronesia (Federated States of),Both sexes,Lower respiratory infections,183.4
Micronesia (Federated States of),Both sexes,"Trachea, bronchus, lung cancers",21.07
Micronesia (Federated States of),Both sexes,Cataracts,0
Micronesia (Federated States of),Both sexes,Ischaemic heart disease,320.6
Micronesia (Federated States of),Both sexes,Stroke,163.5
Micronesia (Federated States of),Both sexes,Chronic obstructive pulmonary disease,85.36
Micronesia (Federated States of),Male,Total,867
Micronesia (Federated States of),Male,Lower respiratory infections,191.6
Micronesia (Federated States of),Male,"Trachea, bronchus, lung cancers",29.02
Micronesia (Federated States of),Male,Ischaemic heart disease,384.8
Micronesia (Federated States of),Male,Stroke,156.4
Micronesia (Federated States of),Male,Chronic obstructive pulmonary disease,105.1
Micronesia (Federated States of),Female,Total,676.1
Micronesia (Federated States of),Female,Lower respiratory infections,174.7
Micronesia (Federated States of),Female,"Trachea, bronchus, lung cancers",12.72
Micronesia (Federated States of),Female,Cataracts,0
Micronesia (Federated States of),Female,Ischaemic heart disease,253.1
Micronesia (Federated States of),Female,Stroke,171
Micronesia (Federated States of),Female,Chronic obstructive pulmonary disease,64.61
Japan,Both sexes,Total,648.4
Japan,Both sexes,Lower respiratory infections,135
Japan,Both sexes,"Trachea, bronchus, lung cancers",73.85
Japan,Both sexes,Cataracts,0
Japan,Both sexes,Ischaemic heart disease,197.4
Japan,Both sexes,Stroke,139.2
Japan,Both sexes,Chronic obstructive pulmonary disease,102.9
Japan,Male,Total,824.1
Japan,Male,Lower respiratory infections,159
Japan,Male,"Trachea, bronchus, lung cancers",110.2
Japan,Male,Ischaemic heart disease,252.8
Japan,Male,Stroke,156.6
Japan,Male,Chronic obstructive pulmonary disease,145.5
Japan,Female,Total,480.6
Japan,Female,Lower respiratory infections,112.1
Japan,Female,"Trachea, bronchus, lung cancers",39.1
Japan,Female,Cataracts,0
Japan,Female,Ischaemic heart disease,144.6
Japan,Female,Stroke,122.5
Japan,Female,Chronic obstructive pulmonary disease,62.3
Cambodia,Both sexes,Total,1104
Cambodia,Both sexes,Lower respiratory infections,450.5
Cambodia,Both sexes,"Trachea, bronchus, lung cancers",32.53
Cambodia,Both sexes,Cataracts,0
Cambodia,Both sexes,Ischaemic heart disease,262.8
Cambodia,Both sexes,Stroke,259.6
Cambodia,Both sexes,Chronic obstructive pulmonary disease,98.96
Cambodia,Male,Total,1186
Cambodia,Male,Lower respiratory infections,493.6
Cambodia,Male,"Trachea, bronchus, lung cancers",44.08
Cambodia,Male,Ischaemic heart disease,315.6
Cambodia,Male,Stroke,216.7
Cambodia,Male,Chronic obstructive pulmonary disease,116.4
Cambodia,Female,Total,1026
Cambodia,Female,Lower respiratory infections,409.3
Cambodia,Female,"Trachea, bronchus, lung cancers",21.54
Cambodia,Female,Cataracts,0
Cambodia,Female,Ischaemic heart disease,212.6
Cambodia,Female,Stroke,300.4
Cambodia,Female,Chronic obstructive pulmonary disease,82.37
Kiribati,Both sexes,Total,917.8
Kiribati,Both sexes,Lower respiratory infections,323.9
Kiribati,Both sexes,"Trachea, bronchus, lung cancers",19.99
Kiribati,Both sexes,Cataracts,0
Kiribati,Both sexes,Ischaemic heart disease,297.5
Kiribati,Both sexes,Stroke,203.7
Kiribati,Both sexes,Chronic obstructive pulmonary disease,72.76
Kiribati,Male,Total,1145
Kiribati,Male,Lower respiratory infections,345.2
Kiribati,Male,"Trachea, bronchus, lung cancers",24.53
Kiribati,Male,Ischaemic heart disease,408.7
Kiribati,Male,Stroke,266.3
Kiribati,Male,Chronic obstructive pulmonary disease,100.8
Kiribati,Female,Total,696.5
Kiribati,Female,Lower respiratory infections,303.2
Kiribati,Female,"Trachea, bronchus, lung cancers",15.57
Kiribati,Female,Cataracts,0
Kiribati,Female,Ischaemic heart disease,189.5
Kiribati,Female,Stroke,142.7
Kiribati,Female,Chronic obstructive pulmonary disease,45.49
Republic of Korea,Both sexes,Total,626.2
Republic of Korea,Both sexes,Lower respiratory infections,101.7
Republic of Korea,Both sexes,"Trachea, bronchus, lung cancers",110.9
Republic of Korea,Both sexes,Cataracts,0
Republic of Korea,Both sexes,Ischaemic heart disease,156.3
Republic of Korea,Both sexes,Stroke,148.6
Republic of Korea,Both sexes,Chronic obstructive pulmonary disease,108.6
Republic of Korea,Male,Total,820.1
Republic of Korea,Male,Lower respiratory infections,116.6
Republic of Korea,Male,"Trachea, bronchus, lung cancers",164.1
Republic of Korea,Male,Ischaemic heart disease,211.5
Republic of Korea,Male,Stroke,169.7
Republic of Korea,Male,Chronic obstructive pulmonary disease,158.2
Republic of Korea,Female,Total,432
Republic of Korea,Female,Lower respiratory infections,86.86
Republic of Korea,Female,"Trachea, bronchus, lung cancers",57.67
Republic of Korea,Female,Cataracts,0
Republic of Korea,Female,Ischaemic heart disease,101.1
Republic of Korea,Female,Stroke,127.5
Republic of Korea,Female,Chronic obstructive pulmonary disease,58.9
Lao People's Democratic Republic,Both sexes,Total,1495
Lao People's Democratic Republic,Both sexes,Lower respiratory infections,629.4
Lao People's Democratic Republic,Both sexes,"Trachea, bronchus, lung cancers",31.93
Lao People's Democratic Republic,Both sexes,Cataracts,0
Lao People's Democratic Republic,Both sexes,Ischaemic heart disease,437.5
Lao People's Democratic Republic,Both sexes,Stroke,271.8
Lao People's Democratic Republic,Both sexes,Chronic obstructive pulmonary disease,124.1
Lao People's Democratic Republic,Male,Total,1531
Lao People's Democratic Republic,Male,Lower respiratory infections,643.4
Lao People's Democratic Republic,Male,"Trachea, bronchus, lung cancers",44.14
Lao People's Democratic Republic,Male,Ischaemic heart disease,435.9
Lao People's Democratic Republic,Male,Stroke,274.7
Lao People's Democratic Republic,Male,Chronic obstructive pulmonary disease,132.6
Lao People's Democratic Republic,Female,Total,1459
Lao People's Democratic Republic,Female,Lower respiratory infections,615.6
Lao People's Democratic Republic,Female,"Trachea, bronchus, lung cancers",19.78
Lao People's Democratic Republic,Female,Cataracts,0
Lao People's Democratic Republic,Female,Ischaemic heart disease,439.1
Lao People's Democratic Republic,Female,Stroke,269
Lao People's Democratic Republic,Female,Chronic obstructive pulmonary disease,115.5
Marshall Islands,Both sexes,Cataracts,0
Marshall Islands,Female,Cataracts,0
Mongolia,Both sexes,Total,1556
Mongolia,Both sexes,Lower respiratory infections,211.9
Mongolia,Both sexes,"Trachea, bronchus, lung cancers",67.54
Mongolia,Both sexes,Cataracts,0
Mongolia,Both sexes,Ischaemic heart disease,691.2
Mongolia,Both sexes,Stroke,533.4
Mongolia,Both sexes,Chronic obstructive pulmonary disease,52.15
Mongolia,Male,Total,2012
Mongolia,Male,Lower respiratory infections,273
Mongolia,Male,"Trachea, bronchus, lung cancers",109.4
Mongolia,Male,Ischaemic heart disease,947.4
Mongolia,Male,Stroke,615.8
Mongolia,Male,Chronic obstructive pulmonary disease,65.88
Mongolia,Female,Total,1110
Mongolia,Female,Lower respiratory infections,152
Mongolia,Female,"Trachea, bronchus, lung cancers",26.51
Mongolia,Female,Cataracts,0
Mongolia,Female,Ischaemic heart disease,440.1
Mongolia,Female,Stroke,452.7
Mongolia,Female,Chronic obstructive pulmonary disease,38.7
Malaysia,Both sexes,Total,788.4
Malaysia,Both sexes,Lower respiratory infections,152.9
Malaysia,Both sexes,"Trachea, bronchus, lung cancers",39.57
Malaysia,Both sexes,Cataracts,0
Malaysia,Both sexes,Ischaemic heart disease,384.3
Malaysia,Both sexes,Stroke,123.9
Malaysia,Both sexes,Chronic obstructive pulmonary disease,87.82
Malaysia,Male,Total,965.2
Malaysia,Male,Lower respiratory infections,169.5
Malaysia,Male,"Trachea, bronchus, lung cancers",50.67
Malaysia,Male,Ischaemic heart disease,494
Malaysia,Male,Stroke,134.2
Malaysia,Male,Chronic obstructive pulmonary disease,116.8
Malaysia,Female,Total,599.5
Malaysia,Female,Lower respiratory infections,135.1
Malaysia,Female,"Trachea, bronchus, lung cancers",27.7
Malaysia,Female,Cataracts,0
Malaysia,Female,Ischaemic heart disease,267
Malaysia,Female,Stroke,112.9
Malaysia,Female,Chronic obstructive pulmonary disease,56.84
Niue,Both sexes,Cataracts,0
Niue,Female,Cataracts,0
Nauru,Both sexes,Cataracts,0
Nauru,Female,Cataracts,0
New Zealand,Both sexes,Total,241.2
New Zealand,Both sexes,Lower respiratory infections,10.37
New Zealand,Both sexes,"Trachea, bronchus, lung cancers",18.91
New Zealand,Both sexes,Cataracts,0
New Zealand,Both sexes,Ischaemic heart disease,131.8
New Zealand,Both sexes,Stroke,41.55
New Zealand,Both sexes,Chronic obstructive pulmonary disease,38.54
New Zealand,Male,Total,287.4
New Zealand,Male,Lower respiratory infections,9.31
